Name,stop_id,stop_code,stop_descr,stop_desr_,stop_stree,dierxomene
280036: ΕΠΑΜΕΙΝΩΝΔΑ,"280036","280036",ΕΠΑΜΕΙΝΩΝΔΑ,EPAMEINONDA,ΔΕΡΒΕΝΑΚΙΩΝ,"806, 807, 809, 810, 814"
280037: ΤΑΞΙΑΡΧΩΝ,"280037","280037",ΤΑΞΙΑΡΧΩΝ,TAXIARXON,ΤΑΞΙΑΡΧΩΝ,"400, 750, 810, 830, 831"
280039: ΣΤΕΡΓΙΟΠΟΥΛΟΥ,"280039","280039",ΣΤΕΡΓΙΟΠΟΥΛΟΥ,STERGIOPOYLOY,ΑΘΗΝΑΣ,"400, 809, 830, 842"
280040: ΠΑΛ.ΤΕΡΜΑ,"280040","280040",ΠΑΛ.ΤΕΡΜΑ,PAL.TERMA,ΑΘΗΝΑΣ,"400, 809, 830, 842"
280041: ΑΚΡΟΠΟΛ,"280041","280041",ΑΚΡΟΠΟΛ,AKROPOL,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,"400, 750, 806, 809, 830, 842"
280042: ΑΓ. ΑΡΤΕΜΙΟΣ,"280042","280042",ΑΓ. ΑΡΤΕΜΙΟΣ,AG. ARTEMIOS,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,"400, 750, 806, 809, 830, 842"
280043: ΤΑΞΙΑΡΧΗΣ,"280043","280043",ΤΑΞΙΑΡΧΗΣ,TAXIARXHS,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,"400, 750, 806, 809, 830, 831"
280045: ΧΑΡ. ΤΡΙΚΟΥΠΗ,"280045","280045",ΧΑΡ. ΤΡΙΚΟΥΠΗ,XAR. TRIKOYPH,ΣΟΥΡΗ,"810"
280046: ΤΖΟΥΜΑΓΙΑΣ,"280046","280046",ΤΖΟΥΜΑΓΙΑΣ,TZOYMAGIAS,ΣΟΥΡΗ,"810"
280047: ΠΛ. ΕΛ.ΒΕΝΙΖΕΛΟΥ,"280047","280047",ΠΛ. ΕΛ.ΒΕΝΙΖΕΛΟΥ,PL. EL.BENIZELOY,ΥΨΗΛΑΝΤΟΥ,"810"
280048: Μ. ΑΣΙΑΣ,"280048","280048",Μ. ΑΣΙΑΣ,M. ASIAS,ΗΠΕΙΡΟΥ,"806, 809"
280049: ΛΕΥΚΩΣΙΑΣ,"280049","280049",ΛΕΥΚΩΣΙΑΣ,LEYKOSIAS,ΑΠΟΣΤΟΛΟΥ ΗΛΕΚΤΡΑΣ,"806, 809"
280050: ΘΗΡΑΣ,"280050","280050",ΘΗΡΑΣ,THIRAS,ΠΑΠΑΔΙΑΜΑΝΤΗ,"806, 809"
280051: ΑΓ. ΣΤΥΛΙΑΝΟΣ,"280051","280051",ΑΓ. ΣΤΥΛΙΑΝΟΣ,AG. STYLIANOS,ΠΑΠΑΔΙΑΜΑΝΤΗ,"806, 809"
280052: 1η ΑΡΙΣΤΑΡΧΟΥ,"280052","12061",1η ΑΡΙΣΤΑΡΧΟΥ,1st ARISTARXOY,ΑΡΙΣΤΑΡΧΟΥ,"806, 807, 809, 810"
280053: 2η ΑΡΙΣΤΑΡΧΟΥ,"280053","12062",2η ΑΡΙΣΤΑΡΧΟΥ,2nd ARISTARXOY,ΑΡΙΣΤΑΡΧΟΥ,"806, 807, 809, 810"
280054: ΠΛ. ΕΛΕΥΘΕΡΙΑΣ,"280054","280054",ΠΛ. ΕΛΕΥΘΕΡΙΑΣ,PL. ELEYTHERIAS,ΠΛ.ΕΛΕΥΘΕΡΙΑΣ,"400, 750, 806, 810, 830, 831, 842"
280055: ΠΑΛ. ΤΕΡΜΑ,"280055","280055",ΠΑΛ. ΤΕΡΜΑ,PAL. TERMA,ΑΘΗΝΑΣ,"400, 810, 830, 831"
280056: ΣΤΕΡΓΙΟΠΟΥΛΟΥ,"280056","280056",ΣΤΕΡΓΙΟΠΟΥΛΟΥ,STERGIOPOYLOY,ΑΘΗΝΑΣ,"400, 810, 830, 831"
280058: ΚΥΠΡΟΥ,"280058","280058",ΚΥΠΡΟΥ,KYPROY,ΚΥΠΡΟΥ,"827"
280060: ΠΕΛΟΠΟΣ,"280060","280060",ΠΕΛΟΠΟΣ,PELOPOS,ΧΕΙΜΑΡΑΣ,"807"
280064: ΒΑΡΝΑΛΗ,"280064","280064",ΒΑΡΝΑΛΗ,BARNALH,ΒΑΡΝΑΛΗ,"806, 807, 814"
280065: ΗΛΕΙΑΣ,"280065","280065",ΗΛΕΙΑΣ,HLEIAS,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,"807, 810"
280066: ΓΑΖΙΑΣ,"280066","280066",ΓΑΖΙΑΣ,GAZIAS,ΚΑΡΑΒΑ,"806, 807, 814"
280067: ΛΕΝΟΡΜΑΝ,"280067","280067",ΛΕΝΟΡΜΑΝ,LENORMAN,ΒΑΡΝΑΛΗ,"806, 807, 814"
280068: ΣΤΡΟΦΗ,"280068","280068",ΣΤΡΟΦΗ,STROFH,ΓΑΖΙΑΣ,"806, 807, 814"
280069: ΣΤΡΟΦΗ,"280069","280069",ΣΤΡΟΦΗ,STROFH,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,"806, 809, 810"
280070: ΔΑΦΝΗΣ,"280070","280070",ΔΑΦΝΗΣ,DAFNHS,ΠΟΤΑΜΟΥ,"806, 809, 810"
280072: ΑΓ. ΝΙΚΟΛΑΟΣ,"280072","280072",ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,"400, 750, 806, 809, 830, 831"
280073: ΟΡΙΩΝ,"280073","280073",ΟΡΙΩΝ,ORION,ΤΑΞΙΑΡΧΩΝ,"400, 750, 830, 831"
280074: ΠΑΠΑΚΥΡΙΑΖΗ,"280074","280074",ΠΑΠΑΚΥΡΙΑΖΗ,PAPAKYRIAZH,ΑΘΗΝΑΣ,"750, 806, 830, 842"
280075: ΤΣΑΛΔΑΡΗ,"280075","280075",ΤΣΑΛΔΑΡΗ,TSALDARH,ΑΘΗΝΑΣ,"750, 806, 830, 842"
280076: ΤΑΞΙΑΡΧΩΝ,"280076","280076",ΤΑΞΙΑΡΧΩΝ,TAXIARXON,ΛΕΩΦ.ΓΡ.ΛΑΜΠΡΑΚΗ,"860"
280078: ΣΤ. ΚΟΡΥΔΑΛΛΟΣ,"280078","11530",ΣΤ. ΚΟΡΥΔΑΛΛΟΣ,ST. KORYDALLOS,ΔΙΑΜΑΝΤΙΔΗ,"400, 750, 806, 809, 830, 842"
280079: ΜΠΟΤΣΑΡΗ,"280079","280079",ΜΠΟΤΣΑΡΗ,MPOTSARH,ΑΘ.ΔΙΑΚΟΥ,"806, 807, 809, 810, 814"
280081: ΜΠΟΤΣΑΡΗ,"280081","280081",ΜΠΟΤΣΑΡΗ,MPOTSARH,ΑΘ.ΔΙΑΚΟΥ,"806, 807, 809, 810, 814"
280082: ΠΥΘΑΓΟΡΑ,"280082","280082",ΠΥΘΑΓΟΡΑ,PYTHAGORA,ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,"810"
280084: ΛΕΥΚΩΣΙΑΣ,"280084","280084",ΛΕΥΚΩΣΙΑΣ,LEYKOSIAS,ΑΠΟΣΤΟΛΟΥ ΗΛΕΚΤΡΑΣ,"806, 809"
280085: ΘΗΡΑΣ,"280085","280085",ΘΗΡΑΣ,THIRAS,ΠΑΠΑΔΙΑΜΑΝΤΗ,"806, 809"
280086: ΒΑΡΝΑΛΗ,"280086","280086",ΒΑΡΝΑΛΗ,BARNALH,ΠΑΠΑΔΙΑΜΑΝΤΗ,"806, 807, 809"
280087: ΡΕΘΥΜΝΗΣ,"280087","280087",ΡΕΘΥΜΝΗΣ,RETHYMNHS,ΒΑΛΑΩΡΙΤΟΥ,"806, 807, 809, 810"
280088: ΑΓ. ΣΤΥΛΙΑΝΟΣ,"280088","280088",ΑΓ. ΣΤΥΛΙΑΝΟΣ,AG. STYLIANOS,ΠΑΠΑΔΙΑΜΑΝΤΗ,"806, 809"
280094: ΚΑΠΗ,"280094","280094",ΚΑΠΗ,KAPH,ΗΠΕΙΡΟΥ,"806, 807, 809"
280095: ΠΑΡΟΥ,"280095","280095",ΠΑΡΟΥ,PAROY,ΠΟΤΑΜΟΥ,"807"
280097: ΑΓ. ΝΙΚΟΛΑΟΣ,"280097","280097",ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΑΘ.ΔΙΑΚΟΥ,"806, 807, 809, 810, 814"
280098: ΤΑΒΕΡΝΑ,"280098","280098",ΤΑΒΕΡΝΑ,TABERNA,ΑΘ.ΔΙΑΚΟΥ,"806, 807, 809, 810, 814"
280099: ΔΕΗ,"280099","280099",ΔΕΗ,DEH,ΑΘ.ΔΙΑΚΟΥ,"806, 807, 809, 810, 814"
280100: ΔΕΗ,"280100","280100",ΔΕΗ,DEH,ΑΘ.ΔΙΑΚΟΥ,"806, 807, 809, 810, 814"
